"Genes_core","PGFam_core"
"PGF_00426467","FIG005189: putative transferase clustered with tellurite resistance proteins TehA/TehB"
"PGF_00056185","Tellurite resistance protein TehA"
"PGF_00056170","Tellurite methyltransferase (EC 2.1.1.265)"
"PGF_00064795","Uncharacterized membrane lipoprotein clustered with tellurite resistance proteins TehA/TehB"
"PGF_09447181","Putative transposase InsQ for insertion sequence element IS609"
"PGF_06781655","Benzoate transport protein"
"PGF_02949881","Transcriptional regulator yidN, Cro/CI family"
"PGF_04555918","Uncharacterized protease YdcP"
"PGF_00065643","Uncharacterized protein YncJ"
"PGF_00037176","Probable mRNA interferase HicA"
"PGF_00060436","Antitoxin HicB"
"PGF_06775354","DNA-binding transcriptional regulator, MocR family / aminotransferase domain"
"PGF_00002456","ABC transporter periplasmic-binding protein YdcS"
"PGF_00001776","ABC transporter ATP-binding protein YdcT"
"PGF_00002497","ABC transporter permease protein YdcU"
"PGF_00002532","ABC transporter permease protein YdcV"
"PGF_02417835","4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)"
"PGF_00027554","Orphan toxin OrtT"
"PGF_00065463","Uncharacterized protein YdcY (not antitoxin to OrtT)"
"PGF_00041537","Inner membrane protein YdcZ"
"PGF_00016021","L-amino acid N-acyltransferase MnaT"
"PGF_00042843","Putative oxidoreductase YncB"
"PGF_12841843","Transcriptional regulator YncC, GntR family"
"PGF_00037396","Probable tonB-dependent receptor yncD precursor"
"PGF_00065640","Uncharacterized protein YncE"
"PGF_07319485","L-asparagine permease"
"PGF_00064556","Uncharacterized GST-like protein yncG"
"PGF_00065641","Uncharacterized protein YncH"
"PGF_00065458","Uncharacterized protein YdcD"
"PGF_00056127","Tautomerase PptA"
"PGF_00024366","NAD(P)H-flavin oxidoreductase"
"PGF_10522653","N-hydroxyarylamine O-acetyltransferase (EC 2.3.1.118)"
"PGF_10329977","Phenazine biosynthesis protein PhzF like"
"PGF_07201805","Permease of the drug/metabolite transporter (DMT) superfamily"
"PGF_00006132","Formate dehydrogenase N alpha subunit (EC 1.2.1.2) @ selenocysteine-containing"
"PGF_00006133","Formate dehydrogenase N beta subunit (EC 1.2.1.2)"
"PGF_00006134","Formate dehydrogenase N gamma subunit (EC 1.2.1.2)"
"PGF_03572345","Alcohol dehydrogenase (EC 1.1.1.1)"
"PGF_00024480","NAD-dependent malic enzyme (EC 1.1.1.38)"
"PGF_00054162","Stationary-phase-induced ribosome-associated protein"
"PGF_00400372","Bdm protein"
"PGF_00420751","D,D-dipeptide ABC transporter, ATP-binding protein DdpF"
"PGF_00420750","D,D-dipeptide ABC transporter, ATP-binding protein DdpD"
"PGF_00423544","D,D-dipeptide ABC transporter, permease protein DdpC"
"PGF_00420752","D,D-dipeptide ABC transporter, permease protein DdpB"
"PGF_09220422","D-alanyl-D-alanine dipeptidase (EC 3.4.13.22)"
"PGF_01522234","c-di-GMP phosphodiesterase (EC 3.1.4.52) => Heme-regulated, oxygen sensor PdeO"
"PGF_00039377","Diguanylate cyclase (EC 2.7.7.65) => Globin-coupled heme-based oxygen sensor DgcO"
"PGF_07724894","COG1649 predicted glycoside hydrolase"
"PGF_00037099","Probable glutamate/gamma-aminobutyrate antiporter"
"PGF_00008094","Glutamate decarboxylase (EC 4.1.1.15)"
"PGF_09337443","Probable zinc protease pqqL (EC 3.4.99.-)"
"PGF_00065464","Uncharacterized protein YddB"
"PGF_00013005","ABC transporter ATP-binding protein YddA"
"PGF_00006721","GALNS arylsulfatase regulator (Fe-S oxidoreductase)"
"PGF_00023745","N-acetylgalactosamine 6-sulfate sulfatase (GALNS)"
"PGF_00058697","Transcriptional regulator YdeO, AraC family"
"PGF_00063151","Two-component-system connector protein SafA"
"PGF_06030909","Putative formate dehydrogenase oxidoreductase protein"
"PGF_00401044","mannose-specific adhesin FimH"
"PGF_00063158","Type 1 fimbrae adaptor subunit FimG"
"PGF_00064710","Uncharacterized fimbrial-like protein YdeS"
"PGF_00011753","Toxin HigB / Protein kinase domain of HipA"
"PGF_00220293","HipB protein @ Antitoxin HigA"
"PGF_00039102","Putative ATP-binding component of a transport system and adhesin protein"
"PGF_00068468","Autoinducer 2 (AI-2) kinase LsrK (EC 2.7.1.-)"
"PGF_00017658","LsrR, transcriptional repressor of lsr operon"
"PGF_00068203","Autoinducer 2 (AI-2) ABC transporter, dimeric ATP-binding protein"
"PGF_00068227","Autoinducer 2 (AI-2) ABC transporter, permease protein LsrC"
"PGF_00068400","Autoinducer 2 (AI-2) ABC transporter, permease protein LsrD"
"PGF_00068416","Autoinducer 2 (AI-2) ABC transporter, substrate-binding protein"
"PGF_00068430","3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (EC 2.3.1.245)"
"PGF_00068491","(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase (EC 5.3.1.32)"
"PGF_02282777","Trans-aconitate 2-methyltransferase (EC 2.1.1.144)"
"PGF_00064234","UPF0187 protein YneE"
"PGF_00049721","Altronate oxidoreductase (EC 1.1.1.58)"
"PGF_02922671","Diguanylate cyclase (EC 2.7.7.65) => DgcF"
"PGF_00064552","Uncharacterized GGDEF domain protein YneF"
"PGF_02075427","Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)"
"PGF_00017864","LysR family transcriptional regulator YneJ"
"PGF_00065645","Uncharacterized protein YneK"
"PGF_02496863","Probable sugar efflux transporter"
"PGF_03837105","UPF0056 inner membrane protein MarC"
"PGF_09104784","Antitoxin HigA"
"PGF_03449025","Toxin HigB"
"PGF_00023308","Multiple antibiotic resistance protein MarR"
"PGF_00023306","Multiple antibiotic resistance protein MarA"
"PGF_00023307","Multiple antibiotic resistance protein MarB"
"PGF_00045124","Putative transport protein"
"PGF_00371021","hypothetical protein"
"PGF_00423198","Diguanylate cyclase (EC 2.7.7.65) => Zinc-regulated DgcZ"
"PGF_00423604","Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)"
"PGF_00051717","NADP-dependent 3-hydroxy acid dehydrogenase YdfG (EC 1.1.1.381) @ 3-hydroxypropionate dehydrogenase (EC 1.1.1.298)"
"PGF_12950020","Transcriptional regulator YdfH, GntR family"
"PGF_12892663","Putative selenium-binding protein YdfZ"
"PGF_05151036","D-mannonate oxidoreductase (EC 1.1.1.57)"
"PGF_02896972","Uncharacterized MFS-type transporter YdfJ"
"PGF_00054159","Starvation sensing protein RspB"
"PGF_00019273","Mannonate dehydratase (EC 4.2.1.8)"
"PGF_02930057","UPF0060 membrane protein YnfA"
"PGF_00410674","UPF0482 protein YnfB"
"PGF_00053627","Spermidine N1-acetyltransferase (EC 2.3.1.57)"
"PGF_00013040","UPF0257 lipoprotein YnfC"
"PGF_00065646","Uncharacterized protein YnfE"
"PGF_00055635","Anaerobic selenate reductase, molybdenum cofactor-containing periplasmic protein"
"PGF_00055558","Anaerobic selenate reductase protein YnfH"
"PGF_01568912","Anaerobic dimethyl sulfoxide reductase chaperone DmsD"
NA,"Voltage-gated ClC-type chloride channel ClcB"
"PGF_00021496","Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon"
"PGF_00017873","LysR family transcriptional regulator YnfL"
"PGF_01613113","Uncharacterized MFS-type transporter YnfM"
NA,"Uncharacterized serine protease YdgD"
"PGF_00053667","Spermidine export protein MdtI"
"PGF_01875008","Spermidine export protein MdtJ"
"PGF_00013676","AI-2 transport protein TqsA"
"PGF_00024322","NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)"
"PGF_04561913","NAD(P) transhydrogenase N-domain of subunit alpha (EC 1.6.1.2) / NAD(P) transhydrogenase C-domain of subunit alpha (EC 1.6.1.2)"
"PGF_07677491","Protein YdgH"
"PGF_00064610","Arginine/ornithine antiporter ArcD"
"PGF_03187833","FolM Alternative dihydrofolate reductase 1"
"PGF_03375263","Inner membrane protein YdgC"
"PGF_12706928","Two-component transcriptional response regulator RstA"
"PGF_12866975","Sensory histidine kinase in two-component regulatory system with RstA"
"PGF_00421839","DNA replication terminus site-binding protein"
"PGF_00006461","Fumarate hydratase class II (EC 4.2.1.2)"
"PGF_00006453","Fumarate hydratase class I, aerobic (EC 4.2.1.2)"
"PGF_06400908","Mannose-6-phosphate isomerase (EC 5.3.1.8)"
"PGF_00039356","Putative GTP-binding protein YdgA"
"PGF_00008042","Glucuronide transport facilitator UidC"
"PGF_00008043","Glucuronide transporter UidB"
"PGF_00402003","beta-glucuronidase (EC 3.2.1.31)"
"PGF_00060260","Transcriptional repressor UidR"
"PGF_00000161","7-alpha-hydroxysteroid dehydrogenase (EC 1.1.1.159)"
"PGF_00019110","Maltose regulon regulatory protein MalI (repressor for malXY)"
NA,"PTS system, maltose and glucose-specific IIC component / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.208)"
"PGF_00420012","Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator"
"PGF_00035194","Adenosine deaminase (EC 3.5.4.4)"
"PGF_03295105","Uncharacterized oxidoreductase YdgJ"
"PGF_00069039","beta-lactam resistance protein"
"PGF_00418168","Cnu protein"
NA,"Inner membrane protein YdgK"
"PGF_00424131","Electron transport complex protein RnfA"
"PGF_10542033","Electron transport complex protein RnfB"
"PGF_04400591","Electron transport complex protein RnfC"
"PGF_01678333","Electron transport complex protein RnfD"
NA,"Electron transport complex protein RnfG"
"PGF_00424141","Electron transport complex protein RnfE"
"PGF_08394843","Endonuclease III (EC 4.2.99.18)"
"PGF_00250457","hypothetical protein"
"PGF_00423021","Di-tripeptide/H+ symporter DtpA"
"PGF_06463602","Glutathione S-transferase (EC 2.5.1.18)"
"PGF_03846068","Pyridoxal kinase (EC 2.7.1.35)"
"PGF_00063916","Tyrosyl-tRNA synthetase (EC 6.1.1.1)"
"PGF_00045833","Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)"
"PGF_00020162","Inhibitor of vertebrate c-type lysozyme, outer membrane => MliC"
"PGF_00055966","Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170)"
"PGF_00027863","Outer membrane lipoprotein pcp precursor"
"PGF_00058670","Transcriptional regulator SlyA"
"PGF_00065467","Tetrapartite efflux system component, FusD-like"
"PGF_06389977","Tetrapartite efflux system, membrane fusion component FusE-like"
"PGF_03769603","Tetrapartite efflux system, inner membrane component FusBC-like"
"PGF_07854425","Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)"
"PGF_00028690","Oxidoreductase YdhF"
"PGF_02720073","Uncharacterized protein YdhL"
"PGF_00060256","Transcriptional repressor NemR, AcrR family"
"PGF_04586716","N-ethylmaleimide reductase"
"PGF_00016546","Lactoylglutathione lyase (EC 4.4.1.5)"
"PGF_00048589","Ribonuclease T"
"PGF_00036729","Probable ATP-dependent helicase lhr (EC 3.6.1.-)"
"PGF_08057496","Monothiol glutaredoxin GrxD"
"PGF_00023401","Murein DD-endopeptidase MepH"
"PGF_00055273","Superoxide dismutase [Fe] (EC 1.15.1.1)"
"PGF_00040676","Inner membrane transport protein YdhP"
"PGF_06434757","hypothetical protein"
"PGF_00038991","Purine nucleotide synthesis repressor"
"PGF_00134852","LysR-family transcriptional regulator YdhB"
"PGF_00040677","Inner membrane transport protein YdhC"
"PGF_00821117","Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)"
"PGF_03751076","Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)"
"PGF_00401551","Multidrug efflux transporter MdtK/NorM (MATE family)"
"PGF_00065469","Uncharacterized protein YdhQ"
"PGF_00042347","Putative monooxygenase YdhR"
"PGF_00065470","Uncharacterized protein YdhS"
"PGF_00065471","Uncharacterized protein YdhT"
"PGF_00056815","Thiosulfate reductase subunit like"
"PGF_00064680","Uncharacterized ferredoxin-like protein YdhX"
"PGF_00065473","Uncharacterized protein YdhW"
"PGF_00064836","Uncharacterized molybdopterin-containing oxidoreductase YdhV"
"PGF_00064683","Uncharacterized ferredoxin-like protein YdhY"
"PGF_00065474","Fumarate hydratase FumD (EC 4.2.1.2)"
"PGF_07760799","Pyruvate kinase (EC 2.7.1.40)"
"PGF_01386354","Major outer membrane lipoprotein Lpp"
"PGF_00015962","L,D-transpeptidase => YnhG"
"PGF_00055099","Sulfur acceptor protein => iron-sulfur cluster assembly SufE"
"PGF_07583562","Cysteine desulfurase (EC 2.8.1.7) => SufS"
"PGF_00015517","Iron-sulfur cluster assembly protein SufD"
"PGF_00015510","Iron-sulfur cluster assembly ATPase protein SufC"
"PGF_00015514","Iron-sulfur cluster assembly protein SufB"
"PGF_00015264","Iron-sulfur cluster assembly iron binding protein SufA"
"PGF_00065476","Uncharacterized protein YdiH"
"PGF_01730118","1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis"
"PGF_00065477","Uncharacterized protein YdiJ"
NA,"UPF0118 inner membrane protein YdiK"
"PGF_00065478","Uncharacterized protein YdiL"
"PGF_00014286","Inner membrane transport protein YdiM"
"PGF_00014287","Inner membrane transport protein YdiN"
"PGF_00051550","Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)"
"PGF_05922432","3-dehydroquinate dehydratase I (EC 4.2.1.10)"
"PGF_00026247","Acyl-CoA:acetate CoA-transferase, alpha subunit (EC 2.8.3.8) / Acyl-CoA:acetate CoA-transferase, beta subunit (EC 2.8.3.8) @ Acyl-CoA:acetate CoA transferase (EC 2.8.3.8)"
"PGF_00032110","Acyl-CoA dehydrogenase YdiO"
"PGF_00065859","Uncharacterized transcriptional regulator YdiP, AraC family"
"PGF_00075191","hypothetical protein"
"PGF_00424120","Electron transfer flavoprotein, beta subunit YdiQ"
"PGF_02977647","Electron transfer flavoprotein, alpha subunit YdiR"
"PGF_02969447","Electron transfer flavoprotein-quinone oxidoreductase YdiS"
"PGF_00004407","Ferredoxin-like protein YdiT"
"PGF_00051876","Short-chain-fatty-acid--CoA ligase"
"PGF_05438553","Phosphoenolpyruvate synthase (EC 2.7.9.2)"
"PGF_00033411","Phosphoenolpyruvate synthase regulatory protein"
"PGF_00065475","Hemin uptake protein HemP/HmuP"
"PGF_00064184","UPF0061 protein YdiU"
"PGF_00004438","Vitamin B12 ABC transporter, ATP-binding protein BtuD"
"PGF_08363070","Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15)"
"PGF_00066706","Vitamin B12 ABC transporter, permease protein BtuC"
"PGF_03793164","Integration host factor alpha subunit"
"PGF_00033095","Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)"
"PGF_02019462","Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)"
"PGF_00016358","LSU ribosomal protein L20p"
"PGF_03818138","LSU ribosomal protein L35p"
"PGF_01175575","Threonyl-tRNA synthetase (EC 6.1.1.3)"
"PGF_00040275","Putative ankyrin repeat protein B"
"PGF_00122769","hypothetical protein"
"PGF_00042517","Putative outer membrane protein"
"PGF_00427228","6-phosphofructokinase class II (EC 2.7.1.11)"
"PGF_00065479","Uncharacterized protein YdiZ"
"PGF_02613926","Ribulosamine/erythrulosamine 3-kinase potentially involved in protein deglycation"
"PGF_00041950","Putative membrane protein YniB"
"PGF_00062710","2-deoxyglucose-6-phosphate hydrolase (EC 3.1.3.68) @ Mannitol-1-phosphatase (EC 3.1.3.22) @ Sorbitol-6-phosphatase (EC 3.1.3.50)"
"PGF_00020195","Membrane-bound metal-dependent hydrolase YdjM, induced during SOS response"
"PGF_06132116","L-cystine uptake protein TcyP, sodium:anion symporter family"
"PGF_00065480","Uncharacterized protein YdjO"
"PGF_00416868","Cell division activator CedA"
"PGF_02967337","Catalase KatE-intracellular protease (EC 1.11.1.6)"
"PGF_00023596","N,N'-diacetylchitobiose utilization operon protein YdjC"
"PGF_00023598","N,N'-diacetylchitobiose-specific 6-phospho-beta-glucosidase (EC 3.2.1.86)"
"PGF_00023599","N,N'-diacetylchitobiose-specific regulator ChbR, AraC family"
"PGF_00029531","PTS system, N,N'-diacetylchitobiose-specific IIA component (EC 2.7.1.196)"
"PGF_00029533","PTS system, N,N'-diacetylchitobiose-specific IIC component"
"PGF_00029532","PTS system, N,N'-diacetylchitobiose-specific IIB component (EC 2.7.1.196)"
"PGF_02781328","NAD synthetase (EC 6.3.1.5)"
"PGF_00424985","Excinuclease cho (excinuclease ABC alternative C subunit)"
"PGF_00380777","Stresses-induced protein Ves (HutD)"
"PGF_00053752","Spheroplast protein Y"
"PGF_00054544","Succinylglutamate desuccinylase (EC 3.5.1.96)"
"PGF_00054543","Succinylarginine dihydrolase (EC 3.5.3.23)"
"PGF_00054560","Succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71)"
"PGF_00776999","Arginine N-succinyltransferase (EC 2.3.1.109)"
"PGF_09780786","Succinylornithine transaminase (EC 2.6.1.81)"
"PGF_07420523","Exodeoxyribonuclease III (EC 3.1.11.2)"
"PGF_00422676","DedA family inner membrane protein YdjX"
"PGF_00013278","Hypothetical protein YdjY"
"PGF_00422677","DedA family inner membrane protein YdjZ"
"PGF_00013288","Hypothetical protein YnjA"
"PGF_04098464","ABC transporter, substrate-binding protein YnjB"
"PGF_00005275","ABC transporter, permease protein YnjC"
"PGF_00003480","ABC transporter, ATP-binding protein YnjD"
"PGF_01586506","Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)"
"PGF_00426629","5-methyl-dCTP pyrophosphohydrolase (EC 3.6.1.-)"
"PGF_00065648","Uncharacterized protein YnjH"
"PGF_00024831","NADP-specific glutamate dehydrogenase (EC 1.4.1.4)"
"PGF_00014193","Inner membrane protein YnjI"
"PGF_10013075","DNA topoisomerase III (EC 5.99.1.2)"
"PGF_05770898","Selenide,water dikinase (EC 2.7.9.3)"
"PGF_00039503","Putative NAD(P)H nitroreductase YdjA"
"PGF_10109270","Signal peptide peptidase SppA (protease 4)"
"PGF_00016047","L-asparaginase I, cytoplasmic (EC 3.5.1.1)"
"PGF_01935566","Nicotinamidase (EC 3.5.1.19)"
"PGF_03352600","Uncharacterized MFS-type transporter YdjE"
"PGF_00065860","Uncharacterized transcriptional regulator YdjF, DeoR family"
"PGF_00064852","Uncharacterized oxidoreductase YdjG"
"PGF_00065849","Uncharacterized sugar kinase YdjH"
"PGF_00040096","Putative aldolase YdjI"
"PGF_00013467","Hypothetical zinc-type alcohol dehydrogenase-like protein YdjJ"
"PGF_03042022","Uncharacterized MFS-type transporter YdjK"
"PGF_00042841","Putative oxidoreductase YdjL"
"PGF_00065481","Uncharacterized protein YeaC"
"PGF_06594013","Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)"
"PGF_01776684","Aldose 1-epimerase family protein YeaD"
"PGF_00042842","Putative oxidoreductase YeaE, aldo/keto reductase family"
"PGF_00040822","MltA-interacting protein MipA"
"PGF_00065482","Uncharacterized protein YeaG"
"PGF_05990709","UPF0229 protein YeaH"
"PGF_00014138","Diguanylate cyclase (EC 2.7.7.65) => DgcX"
"PGF_00045531","Diguanylate cyclase (EC 2.7.7.65) => DgcJ"
"PGF_06869613","Uncharacterized protein YeaK"
"PGF_00065655","Uncharacterized protein YoaI"
"PGF_03373110","UPF0756 membrane protein YeaL"
"PGF_00065861","Uncharacterized transcriptional regulator YeaM, AraC family"
NA,"2-nitroimidazole transporter NimT"
"PGF_02329874","FIG016027: protein of unknown function YeaO"
"PGF_00065654","Uncharacterized protein YoaF"
"PGF_03010496","Diguanylate cyclase (EC 2.7.7.65) => DgcP"
"PGF_03308694","hypothetical protein"
"PGF_00064364","UPF0410 protein YeaQ"
"PGF_00038018","Protein YoaG"
"PGF_02750632","Uncharacterized protein YeaR"
"PGF_00016852","Leucine efflux protein"
"PGF_02728166","Transcriptional regulator DmlR, LysR family"
"PGF_04475678","D-malate dehydrogenase [decarboxylating] (EC 1.1.1.83)"
"PGF_00065876","Betaine/carnitine/choline transporter (BCCT) family"
"PGF_00838472","Carnitine monooxygenase, oxygenase component CntA"
"PGF_06003383","Carnitine monooxygenase, reductase component CntB"
"PGF_02959749","Ribonuclease D (EC 3.1.26.3)"
